Hello!
58,450000762939;1552251352,9863;sonar back;1,4290019752696
58,5;1552251353,0575;sonar left;0
58,5;1552251353,0607;sonar right;0,42706504660638
58,549999237061;1552251353,1293;sonar front;0,98794814144137
58,549999237061;1552251353,1318;sonar back;1,4530891349448
58,599998474121;1552251353,2;sonar left;0
58,599998474121;1552251353,2031;sonar right;0,47591768528012
58,650001525879;1552251353,2647;robot pose;-0,0037346854805946;1,2209688065923e-05;-0,0014329875700281
58,650001525879;1552251353,2648;marks;0;0;0;0;0;0;0
58,650001525879;1552251353,2678;sonar front;0,97021539125045
58,650001525879;1552251353,2704;sonar back;1,4512594994005
58,700000762939;1552251353,3372;sonar left;0
58,700000762939;1552251353,3402;sonar right;0,470046468964
58,75;1552251353,4074;sonar front;0,9825406978031
58,75;1552251353,4099;sonar back;1,4439158212266
58,799999237061;1552251353,4778;sonar left;0
58,799999237061;1552251353,4809;sonar right;0,42568560279057
58,849998474121;1552251353,5532;sonar front;0,97609730188207
58,849998474121;1552251353,5556;sonar back;1,4312650471361
58,900001525879;1552251353,6216;sonar left;0
58,900001525879;1552251353,6246;sonar right;0,4578652610204
58,950000762939;1552251353,69;sonar front;0,98302317004726
58,950000762939;1552251353,6924;sonar back;1,4249308561878
59;1552251353,7589;sonar left;0
59;1552251353,762;sonar right;0,43590831559076
59,049999237061;1552251353,8315;sonar front;0,9653520787325
59,049999237061;1552251353,8339;sonar back;1,4306726867358
59,099998474121;1552251353,9016;sonar left;0
59,099998474121;1552251353,9052;sonar right;0,47273821488278
59,150001525879;1552251353,9718;robot pose;-0,0037656538188457;1,2978470294911e-05;-0,001090565140685
59,150001525879;1552251353,9718;marks;0;0;0;0;0;0;0
59,150001525879;1552251353,9747;sonar front;0,95305888527192
59,150001525879;1552251353,9772;sonar back;1,4438356459492
59,200000762939;1552251354,0491;sonar left;0
59,200000762939;1552251354,0521;sonar right;0,4927168600274
59,25;1552251354,118;sonar front;0,94528071275164
59,25;1552251354,1205;sonar back;1,4147359288759
59,299999237061;1552251354,1859;sonar left;0
59,299999237061;1552251354,1888;sonar right;0,42448322052314
59,349998474121;1552251354,256;sonar front;0,96509367171752
59,349998474121;1552251354,2588;sonar back;1,4079154581128
59,400001525879;1552251354,3273;sonar left;0
59,400001525879;1552251354,3303;sonar right;0,49290388806991
59,450000762939;1552251354,3987;sonar front;0,9874736609069
59,450000762939;1552251354,4015;sonar back;1,4236141627017
59,5;1552251354,4705;sonar left;0
59,5;1552251354,4735;sonar right;0,42615393334984
59,549999237061;1552251354,5429;sonar front;0,95544949659061
59,549999237061;1552251354,5454;sonar back;1,4356281466981
59,599998474121;1552251354,614;sonar left;0
59,599998474121;1552251354,6171;sonar right;0,42782735520955
59,650001525879;1552251354,68;robot pose;-0,0037934854626656;1,3170433703635e-05;-0,00038162139525292
59,650001525879;1552251354,68;marks;0;0;0;0;0;0;0
59,650001525879;1552251354,6831;sonar front;0,9721524325053
59,650001525879;1552251354,6857;sonar back;1,4275239862306
59,700000762939;1552251354,7511;sonar left;0
59,700000762939;1552251354,7541;sonar right;0,45206666142855
59,75;1552251354,8211;sonar front;0,96811920417073
59,75;1552251354,8236;sonar back;1,4354448081445
59,799999237061;1552251354,8935;sonar left;0
59,799999237061;1552251354,8966;sonar right;0,47892141986878
59,849998474121;1552251354,9654;sonar front;0,96280020208882
59,849998474121;1552251354,9681;sonar back;1,4327488857829
59,900001525879;1552251355,0365;sonar left;0
59,900001525879;1552251355,0396;sonar right;0,42691963703651
59,950000762939;1552251355,1077;sonar front;0,92360932726688
59,950000762939;1552251355,1101;sonar back;1,4079945036772
60;1552251355,1751;sonar left;0
60;1552251355,1782;sonar right;0,44164784536056
60,049999237061;1552251355,2438;sonar front;0,96360691892183
60,049999237061;1552251355,2463;sonar back;1,4519014646064
60,099998474121;1552251355,3188;sonar left;0
60,099998474121;1552251355,322;sonar right;0,46316747235145
60,150001525879;1552251355,3928;robot pose;-0,0038284547626972;1,2194960618217e-05;0,00010688845193296
60,150001525879;1552251355,3929;marks;0;0;0;0;0;0;0
60,150001525879;1552251355,3962;sonar front;0,97110058124942
60,150001525879;1552251355,3987;sonar back;1,4493003277275
60,200000762939;1552251355,4748;sonar left;0
60,200000762939;1552251355,4778;sonar right;0,43919989990255
60,25;1552251355,5498;sonar front;0,98837199714535
60,25;1552251355,5521;sonar back;1,3998349840205
60,299999237061;1552251355,6198;sonar left;0
60,299999237061;1552251355,6227;sonar right;0,47024900937454
60,349998474121;1552251355,6911;sonar front;0,96359085546382
60,349998474121;1552251355,6935;sonar back;1,4370373785504
60,400001525879;1552251355,7626;sonar left;0
60,400001525879;1552251355,7658;sonar right;0,43356736296833
60,450000762939;1552251355,8373;sonar front;0,98106175380443
60,450000762939;1552251355,8397;sonar back;1,4484722927658
60,5;1552251355,9056;sonar left;0
60,5;1552251355,9088;sonar right;0,42203841339957
60,549999237061;1552251355,9764;sonar front;0,95275379549585
60,549999237061;1552251355,9787;sonar back;1,3993183135979
60,599998474121;1552251356,0466;sonar left;0
60,599998474121;1552251356,0495;sonar right;0,45772024649613
60,650001525879;1552251356,1207;robot pose;-0,0038619115948677;1,1643855941657e-05;-0,00066691639376796
60,650001525879;1552251356,1207;marks;0;0;0;0;0;0;0
60,650001525879;1552251356,1238;sonar front;0,97584053088256
60,650001525879;1552251356,1263;sonar back;1,4469927079887
60,700000762939;1552251356,199;sonar left;0
60,700000762939;1552251356,2022;sonar right;0,43941685196667
60,75;1552251356,2729;sonar front;0,95539950292687
60,75;1552251356,2753;sonar back;1,4126194892329
60,799999237061;1552251356,3483;sonar left;0
60,799999237061;1552251356,3513;sonar right;0,42538617056997
60,849998474121;1552251356,4245;sonar front;0,96197681565831
60,849998474121;1552251356,427;sonar back;1,3987233961537
60,900001525879;1552251356,5026;sonar left;0
60,900001525879;1552251356,5058;sonar right;0,45253257436494
60,950000762939;1552251356,579;sonar front;0,96446652449187
60,950000762939;1552251356,5817;sonar back;1,4275940533348
61;1552251356,652;sonar left;0
61;1552251356,655;sonar right;0,39363426139502
61,049999237061;1552251356,7237;sonar front;0,99442792775436
61,049999237061;1552251356,7262;sonar back;1,4305842953465
61,099998474121;1552251356,7988;sonar left;0
61,099998474121;1552251356,802;sonar right;0,48168191798639
61,150001525879;1552251356,8692;robot pose;-0,0038969479501247;1,1707272278727e-05;-0,00062876463459609
61,150001525879;1552251356,8692;marks;0;0;0;0;0;0;0
61,150001525879;1552251356,8721;sonar front;1,0172135135775
61,150001525879;1552251356,8745;sonar back;1,4303902624763
61,200000762939;1552251356,9526;sonar left;0
61,200000762939;1552251356,9557;sonar right;0,43919180468535
61,25;1552251357,0286;sonar front;0,97459966570878
61,25;1552251357,0313;sonar back;1,4260073088889
61,299999237061;1552251357,1;sonar left;0
61,299999237061;1552251357,103;sonar right;0,46778980755072
61,349998474121;1552251357,1736;sonar front;0,94647520059185
61,349998474121;1552251357,176;sonar back;1,4029422836753
61,400001525879;1552251357,2469;sonar left;0
61,400001525879;1552251357,2499;sonar right;0,4242676235882
61,450000762939;1552251357,3222;sonar front;0,97425728460443
61,450000762939;1552251357,3249;sonar back;1,4241154970768
61,5;1552251357,3981;sonar left;0
61,5;1552251357,401;sonar right;0,45701587656487
61,549999237061;1552251357,4719;sonar front;0,97658522535066
61,549999237061;1552251357,4744;sonar back;1,4234215462653
61,599998474121;1552251357,5485;sonar left;0
61,599998474121;1552251357,5517;sonar right;0,45880162020441
61,650001525879;1552251357,6217;robot pose;-0,003929391503334;1,25223023133e-05;-0,0011724961446004
61,650001525879;1552251357,6217;marks;0;0;0;0;0;0;0
61,650001525879;1552251357,6248;sonar front;0,93247251710152
61,650001525879;1552251357,6275;sonar back;1,3924612286862
61,700000762939;1552251357,6959;sonar left;0
61,700000762939;1552251357,6989;sonar right;0,48946099852113
61,75;1552251357,7683;sonar front;0,97811412622966
61,75;1552251357,7709;sonar back;1,4166912371868
61,799999237061;1552251357,8419;sonar left;0
61,799999237061;1552251357,8451;sonar right;0,48551431325635
61,849998474121;1552251357,9182;sonar front;0,96231003408951
61,849998474121;1552251357,9207;sonar back;1,3956259927414
61,900001525879;1552251357,9905;sonar left;0
61,900001525879;1552251357,9935;sonar right;0,45451292793451
61,950000762939;1552251358,0636;sonar front;0,9855578894568
61,950000762939;1552251358,0662;sonar back;1,4260070611656
62;1552251358,1352;sonar left;0
62;1552251358,1381;sonar right;0,46599442920072
62,049999237061;1552251358,2084;sonar front;0,95584972978593
62,049999237061;1552251358,2112;sonar back;1,4239983510314
62,099998474121;1552251358,284;sonar left;0
62,099998474121;1552251358,287;sonar right;0,47824796023529
62,150001525879;1552251358,3559;robot pose;-0,0039654746651649;1,2910060831928e-05;-0,00084941858773647
62,150001525879;1552251358,3561;marks;0;0;0;0;0;0;0
62,150001525879;1552251358,3593;sonar front;0,97483000609493
62,150001525879;1552251358,3617;sonar back;1,4230999034667
62,200000762939;1552251358,4433;sonar left;0
62,200000762939;1552251358,4464;sonar right;0,44116341438567
62,25;1552251358,5203;sonar front;0,97685808261055
62,25;1552251358,5229;sonar back;1,4523986896626
62,299999237061;1552251358,5921;sonar left;0
62,299999237061;1552251358,5951;sonar right;0,47413103203764
62,349998474121;1552251358,6669;sonar front;0,95645312558007
62,349998474121;1552251358,6696;sonar back;1,4827395643325
62,400001525879;1552251358,7466;sonar left;0
62,400001525879;1552251358,7496;sonar right;0,4635155984419
62,450000762939;1552251358,8194;sonar front;1,0002266318423
62,450000762939;1552251358,8218;sonar back;1,415722200964
62,5;1552251358,8906;sonar left;0
62,5;1552251358,8934;sonar right;0,47315785015026
62,549999237061;1552251358,9671;sonar front;0,99296856004253
62,549999237061;1552251358,9699;sonar back;1,4279742902969
62,599998474121;1552251359,0413;sonar left;0
62,599998474121;1552251359,0445;sonar right;0,44889337907093
62,650001525879;1552251359,1132;robot pose;-0,0039960704743862;1,3882892744732e-05;-0,00042207108431772
62,650001525879;1552251359,1132;marks;0;0;0;0;0;0;0
62,650001525879;1552251359,1188;sonar front;0,99706986090842
62,650001525879;1552251359,122;sonar back;1,4009036327881
62,700000762939;1552251359,1943;sonar left;0
62,700000762939;1552251359,1975;sonar right;0,45818306849182
62,75;1552251359,269;sonar front;0,99158338217609
62,75;1552251359,2714;sonar back;1,4305252429673
62,799999237061;1552251359,3443;sonar left;0
62,799999237061;1552251359,3478;sonar right;0,48849236398077
62,849998474121;1552251359,4234;sonar front;0,95591470853576
62,849998474121;1552251359,4256;sonar back;1,4111375501767
62,900001525879;1552251359,494;sonar left;0
62,900001525879;1552251359,4973;sonar right;0,45025794763362
62,950000762939;1552251359,5705;sonar front;0,95442926636316
62,950000762939;1552251359,5732;sonar back;1,4091860076918
63;1552251359,6427;sonar left;0
63;1552251359,6457;sonar right;0,44521325040311
63,049999237061;1552251359,7182;sonar front;0,9821794673409
63,049999237061;1552251359,7211;sonar back;1,4180970337799
63,099998474121;1552251359,7928;sonar left;0
63,099998474121;1552251359,7958;sonar right;0,44895440548678
63,150001525879;1552251359,866;robot pose;-0,0040252469480038;1,2426977264113e-05;-0,00085160622637436
63,150001525879;1552251359,866;marks;0;0;0;0;0;0;0
63,150001525879;1552251359,869;sonar front;0,98249807895955
63,150001525879;1552251359,8717;sonar back;1,4218126695674
63,200000762939;1552251359,9456;sonar left;0
63,200000762939;1552251359,949;sonar right;0,43295219170614
63,25;1552251360,0243;sonar front;0,96266634936249
63,25;1552251360,0268;sonar back;1,4343901999282
63,299999237061;1552251360,098;sonar left;0
63,299999237061;1552251360,1012;sonar right;0,43627789784993
63,349998474121;1552251360,1725;sonar front;0,95920597982979
63,349998474121;1552251360,1749;sonar back;1,4339195333804
63,400001525879;1552251360,2435;sonar left;0
63,400001525879;1552251360,2465;sonar right;0,48381008227819
63,450000762939;1552251360,3173;sonar front;0,96333465081034
63,450000762939;1552251360,3198;sonar back;1,4412652858213
63,5;1552251360,3888;sonar left;0
63,5;1552251360,3917;sonar right;0,48243721477137
63,549999237061;1552251360,4645;sonar front;0,97166210270736
63,549999237061;1552251360,4669;sonar back;1,4089537870568
63,599998474121;1552251360,5392;sonar left;0
63,599998474121;1552251360,542;sonar right;0,46263882577391
63,650001525879;1552251360,6089;robot pose;-0,0040591694414616;1,4366304640134e-05;-0,00041625503795878
63,650001525879;1552251360,6089;marks;0;0;0;0;0;0;0
63,650001525879;1552251360,6119;sonar front;0,98225232758203
63,650001525879;1552251360,6146;sonar back;1,4302105984182
63,700000762939;1552251360,6842;sonar left;0
63,700000762939;1552251360,6871;sonar right;0,45422316569934
63,75;1552251360,7582;sonar front;0,97737856210405
63,75;1552251360,7607;sonar back;1,4739412246546
63,799999237061;1552251360,8334;sonar left;0
63,799999237061;1552251360,8364;sonar right;0,47725728602531
63,849998474121;1552251360,9059;sonar front;0,97141448381152
63,849998474121;1552251360,9084;sonar back;1,4297530801965
63,900001525879;1552251360,9762;sonar left;0
63,900001525879;1552251360,9792;sonar right;0,42850522332877
63,950000762939;1552251361,0511;sonar front;0,99326998139105
63,950000762939;1552251361,0534;sonar back;1,4016369298691
64;1552251361,1221;sonar left;0
64;1552251361,1252;sonar right;0,48287977280606
64,050003051758;1552251361,1921;sonar front;0,98046003940862
64,050003051758;1552251361,1945;sonar back;1,4472401646342
64,099998474121;1552251361,2607;sonar left;0
64,099998474121;1552251361,2636;sonar right;0,46085327231514
64,150001525879;1552251361,3276;robot pose;-0,0040887072682381;1,4778868717258e-05;-0,00014057600124548
64,150001525879;1552251361,3276;marks;0;0;0;0;0;0;0
64,150001525879;1552251361,3305;sonar front;0,98490035350255
64,150001525879;1552251361,3329;sonar back;1,4113135919089
64,199996948242;1552251361,4056;sonar left;0
64,199996948242;1552251361,4087;sonar right;0,4413374144861
64,25;1552251361,4781;sonar front;0,97978254875021
64,25;1552251361,4806;sonar back;1,4041879250465
64,300003051758;1552251361,5477;sonar left;0
64,300003051758;1552251361,5507;sonar right;0,49549576672775
64,349998474121;1552251361,6174;sonar front;0,94874854421061
64,349998474121;1552251361,6199;sonar back;1,4456120368512
64,400001525879;1552251361,6875;sonar left;0
64,400001525879;1552251361,6906;sonar right;0,41823590379168
